Código,Fecha y hora,Nombre,Género,Edad actual,País,Ciudad,¿Quieres que revisemos la ortografía e ilación de tu relato? ,Relato,Número
585,6/9/2018 19:14:23,Anónimo,Mujer,19,Perú,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Estaba con mis amigas y sus parejas iniciando la semana , tomamos un poco , siempre solía ser la más alegre del  grupo ,estaba soltera  y me presentaron a un amigo de ellos ,  no sé por qué razón me dejaron sola , dijeron que iban a acompañar a alguien a su paradero y volvían , me dejaron sola con el cabrón  , yo como siempre muy ingenua . 
Intentó abusar de mí , se aprovechó de mis voluptuosos senos , intentó penetrarme , gracias a Dios logré quitármelo de encima , iba a perder la virginidad de la peor manera.
Lo he contado  , no me lo creen .
#Cuéntalo ",585
553,6/9/2018 20:22:34,Anónimo,Mujer,21,Venezuela,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Había terminado con mi novio, me había sido infiel. Era su amigo. Me conquistó, ""siempre quiso que fuera feliz"", y en su plan de ""ser por siempre suya"", me chantajeó y en repetidas veces me tomó a la fuerza, me decía que quería un progenitor (y lo intentó); sabía que estaba mal, pero no fue tan sencillo, un día por fin me libré de él... O eso pensé. Todavía me busca, dice que me quiere, me acosa y persigue a todo el que me pretende. Luego de años pude contarlo, pero sin detalles; a veces sueño con las escenas. 
Lo quiero contar yo, para que más niñas no tengan hijos de él. ",
586,6/9/2018 21:38:33,Anónimo,Mujer,20,Chile,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","A los 17, tuve un pololo/novio que si bien no me pegaba, le era normal tironearme a su antojo, fácilmente con su fuerza podía detenerme si quería irme por ej. Una vez discutiendo me tiro a la cama y comenzó a ahorcarme luego cambió su estado anímico como si nada hubiera pasado. En otra oportunidad en medio de una pelea en mi departamento luego de insultarme y maltratarme física y mentalmente, tomó una botella de Coca-Cola y comenzó a tirarla por las paredes, y muebles de la casa como un loco. Cuando se lo llevó la policía tuve que limpiar toda la cocacola esparcida.",586
587,6/9/2018 22:26:34,Anónimo,Mujer,,Buenos aires ,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Comenzamos bien parecía un buen chico tímido inocente, pero con el tiempo todo cambio los celos fueron mayores, quería que usará siempre ropa larga nada apretado, no le hacía caso luego de los meses se entero que yo no cumplía con lo que él me decía, se ponía agresivo me insultaba nunca me levanto la mano pero era muy controlador no quería que saliera, ni que hablara con mis amig@s, no le hacía caso cuando lo intente dejar que cada uno siguiera su camino me amenazó con que se iba a suicidar que sin mi no podía estar vivo, íbamos al colegio juntos en el mismo curso, si no estaba con el en algún momento se enojaba me levantaba la voz, preferí ahorrarme todo ese mal rato, le hice caso. No fue una relación tóxica duro un año hasta que se cambió del colegio, porque si el nose iba no me iba a dejar de molestar porque me mandaba msj todo el día si tardaba un minuto, no miento era un minuto se enojaba porque decía que estaba ocupada que hablaba con otros muchachos me insultaba. Fue muy feo porque no sabía cómo hacer por miedo a que se lastime no lo deje porque siempre me decía que se iba a suicidar, cuando no lo quería ir a ver a la casa, porque nos veíamos todos los días en el colegio, iba con los brazos cortados, yo ya no sabía que hacer asi que decidí esperar a que el se fuera del colegio. Pero fue peor porque me iba a buscar al colegio me aparecía de sorpresa, le decía que se valla, discutimos. No lo volví a ver mas, no recibí más mensajes de él ni llamados. ",587
588,6/9/2018 22:36:58,Anónimo,Mujer,35,Argentina ,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Cuando tenía 10 años, yendo en el colectivo hacia la escuela, un hombre me manoseo las piernas hasta llegar a mi cola y luego introducir su dedo en mi ano. Llegue muy mal a la escuela y entre llantos le conté todo a mi maestra. Me enviaron un año con un psicólogo infantil. Cuando cumplí 12 la tía de mi papá (una señora de casi unis 40 alos en ese momento) abusó sexualmente de mi hasta casi los 15 años, casi al cumplir los 16 se lo cuento a mi madre con una vergüenza inimaginable y mi madre  se lo cuenta a mi papá y nadie me creyó. Me enviaron nuevamente al psicólogo y todos me decían que yo tenía episodios imaginarios. Al cumplir los 21 y después de haber pasado por un largo tratamiento tomé la decisión de irme a vivir con mi abuela la cual vive en la provincia de Misiones. Ya estando ahí, mis tíos y primas me invitan a conocer el baile de el pueblo. Y por primera vez y a esa edad probé el alcohol, me embriague con un par de vasos de cerveza. Me sentía tan mal en el baile que lo último que recuerdo es estar tirada en el pasto y escuchar a uno de mis tíos decir ""Se está dando cuenta"" , al otro día desperté  en la casa de mi abuela. Todos riendo porque según ellos me emborrache y tuvieron que llevarme inconsciente. Tenía la vaga idea de ese flash que se me venía a la cabeza de haber visto y sentido a mis tíos abusando de mí. Tomé un baño apenas desperté y mi ropa interior estaba manchada con sangre, mi propia sangre. Y me dolía el ano y tenía moretones por casi todo el cuerpo. Me Di cuenta que en verdad había sido abusada. Pedí para volverme urgente a buenos Aires. Apenas llegué se lo conté a mi madrina y mi hermana. Las cuales hablaron con mis padres pero mi madre sólo lloraba porque dijo que sus hermanos serían incapaces de hacer algo así.  Y que si algo pasó seguramente yo lo había  buscado. Semanas más tarde mi periodo no llegaba y resultó ser un embarazo. Me obligaron a abortar y nuevamente el tratamiento pero está vez con un psiquiatra. Luego de muchos años y de decidir yo misma curarme de tanto dolor propio , pude salir adelante. Estudié, me capacite, conocí  a un buen hombre y me casé.    No puedo tener hijos a causa de el aborto mal hecho en el cual a causa de una infección me vaciaron el útero. Uno de mis tíos que abusó de mí tenía un cáncer terminal y antes de morir hace dos años le dijo a mi madre que necesitaba que yo lo perdonara por lo que me hizo. Recién hace dos años me creyeron! Lo cuento hoy porque aprendí a volar, a valorarme y que con amor propio se puede salir adelante con la cabeza bien en alto.",588
589,6/10/2018 10:13:36,Anónimo,Mujer,50,España,Valladolid,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Tenía 17 años, estaba con mi mejor amiga en una discoteca bailando y y ligando cómo se hace en esas edades con dos chicos algo mayores que nosotras. Cuando llegó la hora de irnos a casa teníamos que estar a las 10  de la noche en casa, sí vinieron detrás de nosotros junto con otro o sea eran tres y nos estuvieron siguiendo, serían como las 9:00 9:30 de la tarde noche al llegar a una especie de descampado donde pasaban las vías del tren nos agarraron y no se tiraron para llevarnos para allá nosotros gritamos pedimos ayuda a la gente la gente se quedaba mirando y no hacía nada y eso no lo olvidaré nunca pedimos ayuda y nadie nos ayudó tiraron de nosotras y nos metieron debajo del puente donde estaban las vías allí no se pararon a las 2 dos vinieron conmigo y uno se quedó con mi amiga apartado
Entonces yo me resistí y cogió una piedra enorme y me llevo contra la pared y me amenazó con partirme la cabeza con ella no estaba asustadisima entonces pues le dije que era virgen que por favor que respetarse y entonces pues se conformaron con que les hiciese una felación y mientras el hacía un el otro me metía mano y se reían y no sé creían que fuera virgen y decía que me estaba gustando no se me olvida cuando terminó todo y me encontré con mi amiga me intenté quitar importancia a la cosa porque ella lloraba y pero yo no quería que se enterasen mi familia mi padre era super machista y maltratador yo le tenía miedo y no quería que mi madre sufriese era una víctima de de malos tratos y hasta ahora que no he vuelto hablar de ello con mi amiga ya no tengo relación",589
590,6/10/2018 10:24:29,Anónimo,Mujer,50,España,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Mi padre era un maltratador mi madre estaba acojonada era super sumisa y le tenía mucho miedo nosotros sus hijos también alguna vez cuándo se enfadaba por cualquier cosa echaba mi madre al portal con combinación de dormir daba igual que fuera invierno verano ese día con ella a la escalera había gritos insultos los vecinos no decían nada nadie salía a ver qué pasaba cuando se cansaba nos dejarán entrar los demás en la cama todos acojonados, cuando llegábamos más tarde a casa de las tías que teníamos que estar les pegaba con el cinturón siempre estaba llena de marcas con 19 años me fui de casa me volví drogadicta y prostituta ahora estoy bien gracias por leerme",590
591,6/10/2018 10:36:39,Anónimo,Mujer,,España,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)",Estoy de historia de mi sobrina por parte de mi ex marido ella fue abusada por su padre desde pienso que tendría 10 años hasta que no aguanto más y se fue a casa de los abuelos le denuncio con ayuda de su tío pero la denuncia no prosperó porque la madre no la apoyo dejo de verlos  no se habla con sus padres  la madre sigue con el Padre como si nada pasase y no conoce a sus nietos ese cerdo luego intento tirarse todo lo que pillaba por delante incluida yo,591
592,6/10/2018 13:16:12,Anónimo,Mujer,16,Argentina,La plata,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","La relación fue linda al principio como todas, luego empezamos con los celos un “poco” obsesivos, seguido de golpes, y hasta de obligarme a quedarme en su casa. Luego de cortar la relación, llamadas todos los días de distintos números mensajes con amenaza de muerte y demás. Con sólo 16 años pase un montón de cosas que no se las deseo a nadie, no sé callen nada! 🙏🏽",590
592,6/10/2018 14:11:21,Anónimo,Mujer,16.,Venezuela.,Ciudad Ojeda.,"No, deseo que lo publiquen tal como está.","Hola, no sé cómo iniciar esto, lo haré así: A casa solía venir un tipo, era de tercera edad, sesenta años, quizá setenta, este siempre me hacía sentir incómoda por como me observaba, y a veces tocaba, los brazos, hombros, piernas, me hacía sentir muy mal conmigo misma cada vez que lo hacía, muchas veces lloraba, yo le hice saber esto a mis familiares mayores, no les importó..., así que decidí no seguir relatándolo y me lo guardé, pero una vez yo estaba sentada en el salón y él se me acercó a hablar, yo daba respuestas cortas y lo evadía, de repente él mete su mano en su bolsillo y saca un billete, acto seguido mete su mano entre mis pechos, dentro de mi sostén, y deja el billete, se va para afuera a seguir esperando a mi abuela, se lo dije a ella luego de salir del impacto inicial, se lo dije llorando y ansiosa, había tenido mucho miedo de que fuero ocurrir otra cosa, rompí el billete, ella me regañó por haberlo roto, me sentí muy indignada, dijo que hablaría con él, pero él siguió viniendo a casa y nada cambió... Luego está mi padrastro que cuando jugábamos el tomaba mis senos, siempre lo hacía, los tomaba con fuerza, me hacía sentir mal, vacía, triste, pero no decía nada porqué se suponía que era “jugando"", un día harta se lo reclamé a mi madre y ella me gritó diciendo que mentía y otras cosas que prefiero no decir, él lo dejó de hacer, pero todavía lo debo de ver siempre, no sé qué creer a pesar de ser obvio, se supone que él era, o es, una “buena persona""; me aterroriza estar a solas con él, pero no importa realmente...",592
593,6/10/2018 17:57:31,Anónimo,Mujer,20,Argentina,Buenos aires,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Todo empezo en octubre de 2017 cuando mi ex pareja me dijo que no queria verme mas. Acepte y cada cual por su lado, pero se ve que el no queria que fuera asi. El pretendia que yo anduviese por detras de el, lo cual no sucedio. El es chofer de la linea 148 y junto a varios compañeros de el vinieron  hasta mi casa un martes a las 2 de la madrugada. Pretendia que yo saliera hasta la avenida Senzabello y levantarme en su auto sin decirme que traia gente arriba. Invento que yo estaba embarazada y que queria agarrarlo con un hijo. Al tiempo, su actual novia empezo a decir que yo la insultaba, lo mismo sus compañeros los cuales se toman el trabajo de no dejarme subir a las unidades en las cuales ellos circulan porque yo ""soy una puta"" y me insultaban desde arriba de la misma. SON CHOFERES DE TRANSPORTE PUBLICO PERO ELLOS DECIDEN SI YO SUBO O NO. La justicia me dio una perimetral, la cual el nunca cumplio, me mando a que me peguen y me cortem la cara y el pelo. A que me roben mis pertenecias para borrar las pruebas de que el me seguia hostigamdo por mensaje de texto. La perimetral se vencio y aun espero a que la justicia me entregue nuevamente una nueva. Ah pero yo soy la culpable de todo POR NO HABERME FIJADO CON QUIEN ME METIA. Y NO ES ASI. NADIE TIENE DERECHO DE INSULTARME NI DE PEGARME. MUCHO MENOS DE VIOLARME COMO EL LO HIZO EN REIRTERADAS VECES. EL ME SIGUE HOSTIGANDO Y YO ESTE CALVARIO YA NO LO AGUANTO MAS. ",593
594,6/10/2018 18:41:24,Anónimo,Mujer,19,Argentina ,Bsas,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Empecé una relación hace algo más de 3 años , quiero salir y me busca cuando más decidida estoy , sabe que hago lo que él me dice , me maltrata , me insulta , me dice puta y después me dice que me ama y que haga las cosas bien que si el es así es por lo que yo hago (nada)☹️💚",594
595,6/10/2018 21:01:45,Anónimo,Prefiero no decirlo,,Chile,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Mi pololo no me pega , pero dandome cuenta de varias publicaciones me hace daño sicologicamente, me cela , me manipula y no me doy cuenta, estoy tan cegada que no me doy cuenta cuando me pasa a llevar , cuando me humilla o cuando me falta el respeto de otras formas , me hace shows por cosas pequeñas o mal entendidos luego termina conmigo me bloquea de todo y hace como que no existo, que hago yo? Lo busco y en cierto modo pienso que la cague en algo , me deprimo heavy al punto que dejo mi vida en pausa pero el continua. Me tengo que arrastrar a tal punto para que vuelva conmigo y luego me lo hace denuevo.  No se que me pasa de verdad nose que tendre en la cabdza como para seguir soportando todo esto constantemente , todos me aconsejan y me dicen que todo esto esta mal , los escucho un tiempo y ñuego olvido todo y me ciego denuevo. Nose como salir de esto o que el cambie ",595
596,6/10/2018 22:11:26,Anónimo,Mujer,32,Argentina,,"No, deseo que lo publiquen tal como está.","No sé si es una denuncia. Es solo un relato. Cuando tenía 5/6 años comencé a ir a jugar a casa de mi vecina. Una familia normal. Familia de clase media. Cómoda.Cuando fuimos más grandes mi amiga comenzó a tener comportamientos diferentes, ella era dos años mayor que yo y ya estaría entrando en la pre adolescencia. No entendía nada de lo que hacía pero ella me tocaba. Se rosaba conmigo. Con mi cuerpo. Y veía que a los pocos minutos dejaba de hacerlo. Sinceramente me molestaba muchísimo. Ahora de grande supe y entendí todo. Siento asco. Y no me lo olvido jamás.  No sé si estaba bien o mal. Éramos dos niñas. Ahora de grande ella es una profesional muy reconocida. Jamás en la vida lo conté. ",596
597,6/10/2018 22:12:54,Anónimo,Mujer,25,Chile,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)",Tengo 25 años pero cuando era chica unos 11- 12 años iba a jugar donde una amiga quedaba como a 4 cuadras de mi casa en ese tramo de las 4 cuadras vivía un viejo que cuando yo pasaba me gritaba cosas un día miro y me estaba mostrando su pene .. lo hizo muchas veces un día lo acusé y mi mamá lo fue a retar y el le respondió es que ellas me provoca cuando pasa porque pasa con una falda corta... tenia 11-12 añooooosss!!!!! Cómo!!! Hace muy poco tiempo supe que seguía haciendo lo mismo con niñas que pasan por ahí ,597
598,6/11/2018 0:11:33,Anónimo,Mujer,23,Chile,Valdivia,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","5 años de ""amor "" uno de flores y muchos colores,  despues de ese años supe que seriamos padres a los 4 meses de embarazo  se beso  con  otra creí que era mi karma y seguie . Peleas y más peleas maraca putas nadie te quiere tus padres estan aburridos de ti no te vas porque sabes que en tu casa eres cacho maraca Hasta me dejo por otra le rogué que no lo haga se le pasó la calentura y volvimos  me tiene mal  lógicamente ni yo misma entiendo  como aguante tanto pero siento que lo amo como salgo de aquí  no  sirvo para nada .años de amor hasta que me aburri y lo cargue práctica un hable con razón se entero con machetel en mano y un fierro me dijo arruinaste la familia Mi sueño de familia por tu culpa no veré a mi hija maraca te odio  días desupuesto marco a mi teléfono diciendo que me quería que me perdonaría y caí de nuevo jaja era toda una venganza hicimos el amoresto y me empezó a insultar que soy la putas más grande que me odia y que su venganza sera  eterna porque lo amo no se ; ( la ultima vez me tomo el cuello y me dejó sin respiración crei que  moría me soltó y dijo vete maraca mañana te llamo para que vengas a chupar el pico.... ",598
553,6/11/2018 5:47:35,Anónimo,Mujer,17,Uruguay ,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)",No,
599,6/11/2018 10:48:02,Anónimo,Mujer,,Chile,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Tuve una pareja hace algún tiempo, y digo “tuve” con mucho orgullo. Comenzamos todo bien, no nos celábamos, era todo muy relajado pues nos conocíamos hace años y conocíamos nuestras historias hasta que decidimos ser pareja. Todo iba bien. Pero el comenzó a equivocarse.. a mentir, engañar quizás (nunca tuve la certeza de que lo hizo pero si confirmé que había al menos una intención). Me sentí pésimo porque no me agradaba que me faltaran el respeto, entonces pedí explicaciones, no para armar pelea pero para ver si podríamos solucionarlo, y el resultado fue este: me empujó contra la pared golpeándome en la cabeza y ahorcandome.. diciéndome que si no paraba de pedirle explicaciones me iba a quebrar un brazo. Y cuando trate de defenderme me tomo un brazo y lo puso por mi espalda .. y siguió amenazandome. Cada vez que él hacía algo algo que correspondía y yo le reclamaba el reaccionaba así. Comencé a pensar que era mi culpa, eso decía el, que yo lo sacaba de sus casillas, que lo molestaba mucho. No podía contarle a nadie, me daba vergüenza.. todos mis amigos lo conocían y le simpatizaban. Cuando trataba de defenderme (como empujarlo cuando trataba de ahorcarme) decía que yo también le hacía cosas así que estábamos a mano. No podía creerlo.. la impotencia que sentia, es fácil desde afuera decir: si te hacen eso por qué sigues con el, por qué no le contaste a alguien. No entienden cómo te paralizas en esas situaciones. Su padre trabajaba en las fuerzas policiales, cada vez que discutíamos los llamaba diciendo que yo estaba haciendo escándalo y maltratandolo para que me llevaran detenida, gracias a Dios nunca sucedió. Y cuando le desafiaba a  que los llamara para poder contarles la verdad me decía ¿Y quién te va a creer?. Hoy tengo la oportunidad de ser feliz.. apenas pude ARRANCARME de esa situación lo hice y hoy soy más feliz que nunca. Espero que mi ex pueda sanarse de su mente perturbada. ",599
600,6/11/2018 10:55:09,Anónimo,Mujer,21,Chile,Santa cruz,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)"," Mi ex pololo me golpeaba llego a tal punto que me quebro la nariz , sus celos enfermizos no me dejaban vivir en paz.Aun no se que dolia mas si sus gritos , sus golpes o yo esperando a que cambiara que ironico.",600
554,6/11/2018 12:13:35,Anónimo,Mujer,,México,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Duré sólo tres años con el padre biológico de mi hija y le bastaron cuatro para arruinarnos la vida. Nunca me golpeó, me humillaba, ignoraba, anulaba, se reía de mi, me insultaba entre bromas, insultaba a mi familia y amigos, me aisló de ellos, me celaba, me manipulaba y a todos alrededor, me forzaba a tener relaciones sexuales. Tuve un aborto inducido porque no quería tener hijos con él, pero al irnos a vivir juntos me volví a embarazar porque no tenía métodos anticonceptivos ni teníamos dinero, no quería trabajar ni me apoyaba en buscar empleo. Pensé entonces que todo cambiaría al tener un bebé pero no fue así. Él se comportaba como un gran padre pero a mi me seguía maltratando. Entonces sentí vergüenza de que mi hija creciera viendo ese maltrato y quise irme pero no tenía el valor. Cuando lo reuní fue mas por un malentendido con su familia que por mi misma pero agradecí tener una excusa para irme. No me dejó llevarme a mi bebé. Su familia me pedía paciencia y les creí. Tenía que cruzar la ciudad cada que juntaba dinero suficiente para ver a mi hija y cada vez que iba él intentaba manipularme de mil formas. Tenía miedo de demandar la custodia porque él y su familia eran lic. en derecho y él me amedrentaba mucho con que iba a perderla. Después de algunos meses logré convencerlos (no a él, a su familia) de que me devolvieran a mi bebé, pero pidió seguirla viendo. Él seguía siendo un padre amoroso e increíble con ella, por eso y por la distancia a la que vivimos él pidió llevársela a su casa de viernes a domingo. Ella tendría 18 meses para entonces, siempre venía feliz pero casi cada vez que se iba regresaba enferma y con rozaduras. Allá la llenaban de regalos, dulces, venía peinada, limpia, con ropa nueva. Todo parecía muy bien hasta que empecé a notar comportamientos violentos en ella. En una ocasión el día que volvió parecía todo normal hasta que de la nada empezó a llorar y gritar muy fuerte, tenía dos añitos y ya sabía hablar pero no me quiso decir qué le dolía. Le revisé todo el cuerpo y noté que de nuevo venía rozada y sus genitales tenían una apariencia distinta, aunque no era la primera vez que se veía así pero tuve una corazonada y llena de rabia le llamé y lo amenacé por teléfono. Él se hizo el tonto y me llamó enferma. La llevé con una pediatra que me dijo que no había indicio de violación, que pudiera ser que ella misma se estuviera tocando ""porque está en la edad de auto exploración"". Me mandó con un psicólogo también pero de nuevo por falta de dinero no fui. Le creí a la pediatra.
Seis meses después iba a ser el cumpleaños tres de mi hija y su padre biológico le preparó una pequeña fiesta. La dejé ir el fin de semana como siempre. Volvió colmada de regalos pero por primera vez venía triste y pensativa. Recuerdo que ese día le pregunté a él por qué venía con esa cara y me dijo que porque no le quiso comprar dulces. Recuerdo que al entregármela corrió hacia mí y me pidió que nos fuéramos ya, le dije que se despidiera y no quiso. Eso nunca había pasado. Tres días más tarde platicando con ella como acostumbro me contó con mucha inocencia y de forma horriblemente explícita que su papá abusaba de ella. No puedo describir lo que esto ha sido con palabras, lo más terrible es que ella todavía lo extraña. Desde entonces corté toda comunicación con él y levanté una demanda que no pudo proceder porque mi bebé tenía miedo de ser revisada por la médico legista. He buscado apoyo psicológico para que me ayuden a sacarle una declaración como prueba pero no encuentro psicólogos infantiles a un costo que me sea accesible y ya han pasado dos años, tengo miedo de que ella lo haya olvidado y no poder juntar pruebas, tengo miedo de que él me demande por no dejarle ver a la niña, de encontrarlo en la calle y que atente contra mí, tengo miedo de que ella me odie por no dejarle ver a su papá, que no comprenda (aunque se lo he explicado) que lo que él le hizo está mal, tengo miedo de rehacer mi vida porque siento que todos los hombres son malos. Siento mucho miedo todos los días pero lo que me hace seguir adelante es la seguridad que tengo de que él es culpable aun así nadie me creyera. Yo le creí a mi hija y soy su vocera y no voy a permitir que vuelva a acercarse así tenga que irme del país. Lo cuento con detalles porque sé que son importantes, muchas veces no logramos ver que estamos sufriendo abuso hasta que es demasiado tarde y quiero que muchas mujeres en el mundo que se identifiquen con mi historia actúen a tiempo, que no sea demasiado tarde y que aunque lo sea sepan que siempre se puede salir, escapar, volver a empezar.",
601,6/11/2018 12:22:17,Anónimo,Mujer,30,Chile,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Tenía 11 años cuando mi papá empezó a tocarme, al principio no le di importancia pero luego ya empezó a ser diario. Tenía miedo de contarle a mi familia además el me amenaza a que si le decía a mi mamá la mataría y que le haría lo mismo a mi hermanita pequeña que en ese entonces tenía 2 años, el era un hombre violento, le pegaba e insultaba a mi mamá sin razón . Cuando tenía 14 intento violarme no se lo permiti, con todas mis fuerzas luche. El me saco mi ropa parte de abajo con fuerza no pude evitarlo, me tocó se estaba a punto de penetrarme yo gritaba y me tapo la boca. En ese instante llegó mi mama con mis hermanos de trabajo. Gracias a eso no pudo. Le conté mi mamá lloró y gracias a Dios me creyo. Pero no pudo denunciar tenía miedo de su reacción no teníamos más familiares para irnos . Aguantamos un tiempo hasta que logramos irnos. Al tiempo conocí a un chico con el cual tuve un hijo aunque las relaciones es sexuales son un calvaril para mi, no lo disfruto porque recuerdo lo que me hizo mi papá. El me pegó y me insultaba también lo deje, tuve el valor de hacerlo . Luego de años conocí a otra persona con la cual tuve una hija.  Todo bien hasta que quede embarazada, nego a mi bb, me insultaba, me celaba, quería alejarme de mi familia, me elimino de facebook a mis amigos. Y hasta el día de hoy después de más de un año separados sigue insultandome. Nunca e podido ser feliz, siempre e encontrado hombres que me maltratan igual o peor que mi papá. Estoy con depresión. Con crisis de pánico . Gracias a mis hijos sigue adelante por ellos lucho , son mi razón de seguir viviendo. Mi vida a Sido horrible solo ellos son mi mayor felicidad. ",601
602,6/11/2018 15:25:53,Anónimo,Mujer,19,España,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","A lo largo de mi vida he sufrido abusos tanto sexuales como verbales. De pequeña el novio de mi tía intento violarme , solo recuerdo que tenia 6 años y que me dolía la barriga el aprovecho y me empezó a quitar las bragas. Yo empezó a llorar y le dije: no no no no no. Y el me dejo marchar. Me quería violar en su coche. Su hijo si que abuso de mi cuando tenia cinco años durante todo un verano ya que mi madre tenia que trabajar, ese niño tendría cinco o seis años mas que yo y se dedicaba a bajarme las bragas todas las noche para tocarme ahí. Aveces no me daba cuenta y por la mañana me veía sin bragas. Cuando no me daba cuenta  por las mañanas me levantaba llorando o enfadada, pensando por que no me di cuenta de que lo volvía a hacer? También me pegaba . Una vez en el parque me pego un balonazo en la barriga. Su padre intento tocarme cuando tenia doce años quería tocarme en el sillón disimuladamente delante de mi madre sin que se diera cuenta pero me levante y me fui a mi cuarto. Pasaron años sin verle pero volvió a aparecer hace unos días de visita..Me daban ganas de escupirlo y a su hijo? Me arrepiento de no habérselo recriminado nunca . En el colegio también abusaron de mi. El profesor de religión desde primero de primaria hasta sexto.. Me sentaba encima suya y me tocaba los pechos y la vagina , cuales eran mis sentimientos? Pues me sentí invadida, tieza y avergonzada fueron momentos interminables. Un compañero de clase también lo intento física y verbalmente me acosaba.. Nose a lo largo de mi vida he pasado por algún abuso y no se lo diré a nadie una pequeña parte de la historia la sabe mi novio que se siente apenado por mi. Se llevo una paliza por defenderme de acosadores. Sinceramente tengo momentos de alegría y de tristeza , me he planteado el suicidio pero quiero tener hijos y tampoco quiero separarme de mi novio así que por ellos no me mataré. Solo se que nadie podrá ayudarme, porque los recuerdos siempre estarán ahí. Y ni si quiera mi propia madre es de fiar. Si se lo cuento me hundirá por siempre. No quiero que me ayuden ni tampoco quiero ayudar a otras , solo quiero vivir. Y olvidar. Intentar superarlo.no pensar en ello. Cuidaos mucho y aunque no OS conozca siento amor por vosotras y quiero que OS vaya bien y si alguna vez OS pueda salvar de una violación lo haré aunque salga mal parada.",602
603,6/11/2018 10:52:33,Anónimo,Hombre,27,chile,,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)","Solía tener una pajera extremadamente celosa. No me dejaba hablar con ninguna mujer. Cada vez que pasaba una mujer medianamente atractiva, ella se ponía a pelear conmigo. Fueron varias veces las que me dio cachetadas y yo pensaba que me lo merecía. Constantemente me insultaba y me humillaba. Nadie, hombre o mujer debería vivir eso.",603
604,6/11/2018 9:33:48,Anónimo,Mujer,23,Argentina,Buenos aires,"Sí, pero no cambies mis palabras. (solo se agregarán puntos, comas y tildes)"," Tenia solo 5 aňos cuando todo empezó.  Recuerdo el primer dia con mucho odio y vergüenza pues quien era mi abuelo paterno me empezó a tocar por debajo de mi ropa,nunca llore pues no sabia lo q el hacía, pasaron 4 aňos y asi fue como todo empezó a empeorar ya no era un manoseo,  el decidio entrar en mi cuerpo como si fuera dueño... Me causó dolor,  angustia y me trataba de alejar de las personas que yo mas queria. Pues no entendía que hacía el conmigo, porque me tapaba la boca y me lastimaba?  Porque luego de sus gemidos me llevaba al baño y me lavaba  y luego me daba plata o dulces para que no me sintiera triste?   cuando empecé a entender q eso estaba mal decidí escapar de mi familia para asi no sufrir mas y no hacerle daňos a ellos con esto, porqué si les contaba no sabia yo como podían reaccionar...comencé a hacer mi vida lejos de el que tanto me lastimo y de los que yo tanto amaba, no tenia nada en el mundo :(,  creci me hice fuerte y cada vez mas vicitaba a mi familia.con dolor lo miraba a los ojos sin poder evitar recordar cuanto me lastimo y el como si nada creyendo ser el mejor de todos me abrazaba (inexplicable lo que me provocaba,  como si me quisiera arrancar la vida) sentia su burla y sus gozo. Todo soporte por ver sonreir a mi abuela... Hace dos aňos atras me contaron que una víctima nueva tenia y hacía silencio por la misma razón que yo, la felicidad y la Unión en la familia lo era todo,  nos llenaba de alegria saber cuanto mi abuela disfrutaba de las visitas y su compañía ....  Desde ese dia en que la nueva víctima me contó  lo que intentó hacerle, lo odie aún mas y a mi también por haber callado,  decidi contarlo a un integrante de la familia y no hizo mas que contarle a demas personas y nadie me creyó y aca estoy lejos de todos, tratada de mentirosa  con temor de que un dia le pase a mis hijos, y de que el tenga nueva víctima silenciosa... Mientras yo lloro, me deprimo, me alejo de quienes amo. El los disfruta, recibe besos y abrazos y puede ver a mi mamita todos los dias :( ME ARREPIENTO HABER CALLADO ",604
